number,DATA_EMISSAO,PEDC_DT_CHEGADA,P_PED_CLIENTE,ENTREGA_SIGE,V_TOTAL,V_FRETE,IPMP_VL_MEIO,DECODE(PVC.PEDC_SITUACAO.'C'.',IPI_SKU_ITEM,IPI_V_UNITARIO,IPI_DESC_ITEM
4063,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,479846,22.52,0
4064,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,479848,12.67,0
4065,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,479855,22,0
4066,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,479858,23.31,0
4067,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480099,2.66,0
4068,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480102,4.32,0
4069,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480106,7.31,0
4070,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480119,4.38,0
4071,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480122,4.38,0
4072,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480133,8.53,0
4073,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480135,8.53,0
4074,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480136,8.53,0
4075,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,480702,45.12,0
4076,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,488260,213.45,0
4077,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,492184,26.87,0
4078,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,492187,22.78,0
4079,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,492189,37.6,0
4080,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,492446,17.32,0
4081,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,492714,17.69,0
4082,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495290,16.72,0
4083,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495293,18.5,0
4084,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495294,16.3,0
4085,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495295,29.48,0
4086,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495296,30.68,0
4087,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495297,31.7,0
4088,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495940,14.37,0
4089,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,495968,3.63,0
4090,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,496254,18.06,0
4091,23/08/2016,23/08/2016 09:37:11,,97515,57270.25,0,,Liquidado,496255,18.06,0
4092,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,3690,30.69,0
4093,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,8139,156.03,0
4094,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,8141,109.01,0
4095,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,8143,57.03,0
4096,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,8144,43.51,0
4097,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,8145,41.35,0
4098,23/08/2016,23/08/2016 09:37:20,,97516,840.02,0,,Aberto,415472,221.32,0
4099,23/08/2016,23/08/2016 09:38:00,63630051,6363005101,978.99,29.99,978.99,Liquidado,592777,949,0
4100,23/08/2016,23/08/2016 09:38:00,63630052,6363005201,590.55,14.99,590.55,Liquidado,489172,319.75,"31,970,000"
4101,23/08/2016,23/08/2016 09:38:00,63630053,6363005301,204.9,5.9,204.9,Liquidado,459888,199,0
4102,23/08/2016,23/08/2016 09:38:00,63630054,6363005401,1164.9,15.9,1164.9,Aberto,543799,1149,0
4103,23/08/2016,23/08/2016 09:38:00,63630056,6363005601,1623,24,1623,Liquidado,341698,1599,0
4104,23/08/2016,23/08/2016 09:38:00,63630057,6363005701,311.1,7.9,311.1,Liquidado,495296,37.9,0
4105,23/08/2016,23/08/2016 09:38:00,63630059,6363005901,749.9,50,749.9,Liquidado,530662,699.9,0
4106,23/08/2016,23/08/2016 09:38:00,63630061,6363006101,1295.02,25.9,1295.02,Aberto,596566,1499,"229,880,000"
4107,23/08/2016,23/08/2016 09:38:00,63630063,6363006301,529.55,79.99,529.55,Liquidado,489166,249.75,"24,970,000"
4108,23/08/2016,23/08/2016 09:39:00,63630064,6363006401,1522.9,23.9,1522.9,Liquidado,596566,1499,0
4109,23/08/2016,23/08/2016 09:39:00,63630065,6363006501,164.9,30,164.9,Liquidado,361790,134.9,0
4110,23/08/2016,23/08/2016 09:39:00,63630066,6363006601,55.2,8,55.2,Liquidado,443734,14.9,"1,190,000"
4111,23/08/2016,23/08/2016 09:39:00,63630066,6363006601,55.2,8,55.2,Liquidado,498999,21.5,"1,720,000"
4112,23/08/2016,23/08/2016 09:39:00,63630067,6363006701,78,5,78,Liquidado,590905,73,0
4113,23/08/2016,23/08/2016 09:39:00,63630068,6363006801,384.1,25,384.1,Aberto,105808,399,"39,900,000"
4114,23/08/2016,23/08/2016 09:39:00,63630072,6363007201,1202.1,14.98,1202.1,Liquidado,583292,329.75,"32,970,000"
4115,23/08/2016,23/08/2016 09:39:00,63630073,6363007301,699.2,80,699.2,Liquidado,583291,172,"17,200,000"
4116,23/08/2016,23/08/2016 09:39:00,63630075,6363007501,4892,14,4892,Aberto,367580,3219,0
4117,23/08/2016,23/08/2016 09:39:00,63630075,6363007501,4892,14,4892,Aberto,367582,1659,0
4118,23/08/2016,23/08/2016 09:39:00,63630077,6363007701,40.1,5,40.1,Liquidado,365170,39,"3,900,000"
4119,23/08/2016,23/08/2016 09:39:00,63630078,6363007801,2419,20,2419,Liquidado,532886,2399,0
4120,23/08/2016,23/08/2016 09:39:00,63630079,6363007901,1568,20,1568,Liquidado,103045,1548,0
4121,23/08/2016,23/08/2016 09:39:00,63630081,6363008101,902.9,23.9,902.9,Aberto,596872,879,0
4122,23/08/2016,23/08/2016 09:39:00,63630083,6363008301,904,6,904,Aberto,126315,898,0
4123,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,416942,26.27,0
4124,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,419611,5.96,0
4125,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,420688,66.94,0
4126,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,420690,45.92,0
4127,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,424247,22.09,0
4128,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,428171,22.94,0
4129,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,428172,22.94,0
4130,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,434209,84.74,0
4131,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,434210,96.06,0
4132,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,434278,14.41,0
4133,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,446084,12.74,0
4134,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447087,5.52,0
4135,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447307,2.68,0
4136,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447324,5.64,0
4137,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447325,2.53,0
4138,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447335,2.61,0
4139,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447639,3.99,0
4140,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,447645,4.02,0
4141,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,458912,11.48,0
4142,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,458915,15.14,0
4143,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,462355,51.21,0
4144,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,464176,11.07,0
4145,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,468031,9.32,0
4146,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,468201,5.46,0
4147,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,468424,12.6,0
4148,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,478561,3.52,0
4149,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,479612,3.46,0
4150,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,479617,4.94,0
4151,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,479626,6.6,0
4152,23/08/2016,23/08/2016 09:39:45,,97517,2802.68,0,,Liquidado,479633,10.81,0
4153,23/08/2016,23/08/2016 09:40:00,63630084,6363008401,408.99,19.99,408.99,Liquidado,585851,389,0
4154,23/08/2016,23/08/2016 09:40:00,63630088,6363008801,0,0,4022.9,Cancelado,596702,3999,0
4155,23/08/2016,23/08/2016 09:40:00,63630089,6363008901,622.99,24.99,622.99,Liquidado,389013,299,0
4156,23/08/2016,23/08/2016 09:40:00,63630091,6363009101,223.9,8,223.9,Liquidado,469726,215.9,0
4157,23/08/2016,23/08/2016 09:40:00,63630092,6363009201,498,0,498,Liquidado,504455,498,0
4158,23/08/2016,23/08/2016 09:40:04,,97518,28.29,0,,Aberto,56878,28.29,0
4159,23/08/2016,23/08/2016 09:41:00,63630094,6363009401,415.9,16,415.9,Liquidado,446895,399.9,0
4160,23/08/2016,23/08/2016 09:41:00,63630095,6363009501,0,0,1514.9,Cancelado,592114,1499,0
4161,23/08/2016,23/08/2016 09:41:00,63630096,6363009601,3030.2,62,3030.2,Aberto,589720,3298,"329,800,000"
4162,23/08/2016,23/08/2016 09:41:00,63630097,6363009701,2414,15,2414,Liquidado,532886,2399,0
4163,23/08/2016,23/08/2016 09:41:00,63630103,6363010301,3317.99,19.99,3317.99,Aberto,589720,3298,0
4164,23/08/2016,23/08/2016 09:41:00,63630104,6363010401,657.9,8.9,657.9,Liquidado,549593,649,0
4165,23/08/2016,23/08/2016 09:41:00,63630105,6363010501,628.99,19.99,628.99,Liquidado,480046,609,0
4166,23/08/2016,23/08/2016 09:41:00,63630106,6363010601,38.9,6,38.9,Liquidado,444723,16.9,0
4167,23/08/2016,23/08/2016 09:41:00,63630106,6363010601,38.9,6,38.9,Liquidado,444724,16,0
4168,23/08/2016,23/08/2016 09:41:00,63630107,6363010701,1319.9,20,1319.9,Liquidado,590295,1299.9,0
4169,23/08/2016,23/08/2016 09:41:00,63630111,6363011101,299,0,299,Liquidado,524979,299,0
4170,23/08/2016,23/08/2016 09:42:00,63630113,6363011301,1966.9,17.9,1966.9,Liquidado,525622,1999,"50,000,000"
4171,23/08/2016,23/08/2016 09:42:00,63630116,6363011601,115,16,115,Liquidado,495434,99,0
4172,23/08/2016,23/08/2016 09:42:00,63630118,6363011801,49,5,49,Liquidado,103506,44,0
4173,23/08/2016,23/08/2016 09:42:00,63630119,6363011901,128.9,9.9,128.9,Liquidado,591052,119,0
4174,23/08/2016,23/08/2016 09:42:00,63630122,6363012201,2025.9,26.9,2025.9,Aberto,525626,1999,0
4175,23/08/2016,23/08/2016 09:42:00,63630124,6363012401,38.9,3,38.9,Liquidado,371763,35.9,0
4176,23/08/2016,23/08/2016 09:42:00,63630126,6363012601,118,3,118,Liquidado,11992,57.5,0
4177,23/08/2016,23/08/2016 09:42:00,63630128,6363012801,97.9,8,97.9,Liquidado,11970,89.9,0
4178,23/08/2016,23/08/2016 09:43:00,63630131,6363013101,1814.9,15.9,1814.9,Liquidado,543609,1799,0
4179,23/08/2016,23/08/2016 09:43:00,63630135,6363013501,75.8,7.9,75.8,Liquidado,369305,67.9,0
4180,23/08/2016,23/08/2016 09:43:00,63630136,6363013601,104.9,15,104.9,Liquidado,436828,89.9,0
4181,23/08/2016,23/08/2016 09:43:00,63630138,6363013801,545.14,24,545.14,Liquidado,545059,579.04,"57,900,000"
4182,23/08/2016,23/08/2016 09:43:00,63630141,6363014101,0,0,763.9,Cancelado,462530,749.9,0
4183,23/08/2016,23/08/2016 09:43:00,63630142,6363014201,2218.99,19.99,2218.99,Liquidado,589620,2199,0
4184,23/08/2016,23/08/2016 09:44:00,63630146,6363014601,99,7,99,Liquidado,438621,92,0
4185,23/08/2016,23/08/2016 09:44:00,63630147,6363014701,801.9,12.9,801.9,Liquidado,589887,789,0
4186,23/08/2016,23/08/2016 09:44:00,63630148,6363014801,124.6,4.9,124.6,Liquidado,549713,29.9,0
4187,23/08/2016,23/08/2016 09:44:00,63630148,6363014801,124.6,4.9,124.6,Liquidado,549714,59.9,0
4188,23/08/2016,23/08/2016 09:44:00,63630151,6363015101,583.99,24.99,583.99,Liquidado,529517,559,0
4189,23/08/2016,23/08/2016 09:44:00,63630152,6363015201,2456,8,2456,Aberto,533060,2448,0
4190,23/08/2016,23/08/2016 09:44:00,63630153,6363015301,192.7,12.9,192.7,Liquidado,331423,89.9,0
4191,23/08/2016,23/08/2016 09:44:00,63630155,6363015501,555.9,8.9,555.9,Liquidado,588815,547,0
4192,23/08/2016,23/08/2016 09:44:00,63630156,6363015601,2233,35,2233,Liquidado,449141,2198,0
4193,23/08/2016,23/08/2016 09:44:00,63630157,6363015701,1522.9,23.9,1522.9,Aberto,596248,1499,0
4194,23/08/2016,23/08/2016 09:44:00,63630160,6363016001,105.2,17,27.68,Liquidado,590995,49,"4,900,000"
4195,23/08/2016,23/08/2016 09:44:00,63630160,6363016001,105.2,17,77.52,Liquidado,590995,49,"4,900,000"
4196,23/08/2016,23/08/2016 09:44:00,63630160,6363016002,88,9,23.15,Aberto,578452,79,0
4197,23/08/2016,23/08/2016 09:44:00,63630160,6363016002,88,9,64.85,Aberto,578452,79,0
4198,23/08/2016,23/08/2016 09:44:00,63630160,6363016003,83.5,9,21.97,Liquidado,438618,74.5,0
4199,23/08/2016,23/08/2016 09:44:00,63630160,6363016003,83.5,9,61.53,Liquidado,438618,74.5,0
4200,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,3648,24.59,0
4201,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,3677,234.08,0
4202,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,3717,239.29,0
4203,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,3719,94.66,0
4204,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,3731,109.54,0
4205,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,5223,46.01,0
4206,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,102104,84.04,0
4207,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,102109,11.92,0
4208,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,276732,82.45,0
4209,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,286455,16.77,0
4210,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,286456,30.63,0
4211,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,291404,71.11,0
4212,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,346131,58.63,0
4213,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,366948,234.97,0
4214,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,404018,415.16,0
4215,23/08/2016,23/08/2016 09:44:08,,97519,3329.47,0,,Aberto,404020,261.41,0
4216,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,85,Liquidado,492192,14.9,"1,190,000"
4217,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,85,Liquidado,582144,14.3,0
4218,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,85,Liquidado,593482,12.9,"1,030,000"
4219,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,229.9,Liquidado,492192,14.9,"1,190,000"
4220,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,229.9,Liquidado,582144,14.3,0
4221,23/08/2016,23/08/2016 09:45:00,63630164,6363016401,314.9,33,229.9,Liquidado,593482,12.9,"1,030,000"
4222,23/08/2016,23/08/2016 09:45:00,63630165,6363016501,151,12,151,Liquidado,26925,139,0
4223,23/08/2016,23/08/2016 09:45:00,63630166,6363016601,152.9,8,152.9,Liquidado,11965,144.9,0
4224,23/08/2016,23/08/2016 09:45:00,63630169,6363016901,983.99,34.99,983.99,Liquidado,592777,949,0
4225,23/08/2016,23/08/2016 09:45:00,63630171,6363017101,136.9,7,136.9,Liquidado,596426,129.9,0
4226,23/08/2016,23/08/2016 09:45:00,63630172,6363017201,323.99,24.99,323.99,Liquidado,389013,299,0
4227,23/08/2016,23/08/2016 09:45:00,63630173,6363017301,1166.64,15,1166.64,Liquidado,344040,319.9,"31,990,000"
4228,23/08/2016,23/08/2016 09:45:00,63630175,6363017501,878.9,29.9,878.9,Liquidado,525615,849,0
4229,23/08/2016,23/08/2016 09:46:00,63630176,6363017601,169,37,169,Liquidado,361790,132,0
4230,23/08/2016,23/08/2016 09:46:00,63630178,6363017801,283.9,14.9,283.9,Aberto,408678,269,0
4231,23/08/2016,23/08/2016 09:46:00,63630179,6363017901,119.49,4.99,119.49,Liquidado,11000,22.9,0
4232,23/08/2016,23/08/2016 09:46:00,63630184,6363018401,156.8,6.9,156.8,Liquidado,589535,149.9,0
4233,23/08/2016,23/08/2016 09:46:00,63630185,6363018501,156,17,156,Liquidado,34153,139,0
4234,23/08/2016,23/08/2016 09:46:00,63630186,6363018601,310,12,310,Liquidado,534758,298,0
4235,23/08/2016,23/08/2016 09:46:00,63630187,6363018701,116.69,2.99,116.69,Liquidado,541966,37.9,0
4236,23/08/2016,23/08/2016 09:46:00,63630190,6363019001,1464.9,15.9,1464.9,Liquidado,586859,1499,"50,000,000"
4237,23/08/2016,23/08/2016 09:47:00,63630192,6363019201,183.1,15.9,183.1,Liquidado,417507,11.8,0
4238,23/08/2016,23/08/2016 09:47:00,63630192,6363019201,183.1,15.9,183.1,Liquidado,424249,29.9,0
4239,23/08/2016,23/08/2016 09:47:00,63630192,6363019201,183.1,15.9,183.1,Liquidado,495295,37.9,0
4240,23/08/2016,23/08/2016 09:47:00,63630192,6363019201,183.1,15.9,183.1,Liquidado,501096,37.9,0
4241,23/08/2016,23/08/2016 09:47:00,63630193,6363019301,75.9,16,75.9,Liquidado,531786,59.9,0
4242,23/08/2016,23/08/2016 09:47:00,63630194,6363019401,79.9,17,79.9,Liquidado,402111,62.9,0
4243,23/08/2016,23/08/2016 09:47:00,63630195,6363019501,916.9,17.9,916.9,Liquidado,542576,899,0
4244,23/08/2016,23/08/2016 09:47:00,63630196,6363019601,200,1,200,Aberto,538248,199,0
4245,23/08/2016,23/08/2016 09:47:00,63630197,6363019701,514.9,15.9,514.9,Liquidado,543803,499,0
4246,23/08/2016,23/08/2016 09:47:00,63630198,6363019801,205.2,7.9,205.2,Liquidado,380665,31.5,0
4247,23/08/2016,23/08/2016 09:47:00,63630198,6363019801,205.2,7.9,205.2,Liquidado,519105,82.9,0
4248,23/08/2016,23/08/2016 09:47:00,63630200,6363020001,1211,15,1211,Liquidado,497390,299,0
4249,23/08/2016,23/08/2016 09:47:00,63630201,6363020101,212.9,13,212.9,Liquidado,32380,199.9,0
4250,23/08/2016,23/08/2016 09:48:00,63630203,6363020301,411,12,411,Liquidado,438960,399,0
4251,23/08/2016,23/08/2016 09:48:00,63630203,6363020302,1008,10,1008,Liquidado,394344,998,0
4252,23/08/2016,23/08/2016 09:48:00,63630205,6363020501,364.89,14.99,364.89,Liquidado,543782,349.9,0
4253,23/08/2016,23/08/2016 09:48:00,63630206,6363020601,590.55,14.99,590.55,Liquidado,489172,319.75,"31,970,000"
4254,23/08/2016,23/08/2016 09:48:00,63630209,6363020901,109.9,20,109.9,Liquidado,591992,89.9,0
4255,23/08/2016,23/08/2016 09:48:00,63630209,6363020902,155.94,20,155.94,Liquidado,362641,135.94,0
4256,23/08/2016,23/08/2016 09:48:00,63630210,6363021001,1774.9,95,1774.9,Liquidado,110615,1679.9,0
4257,23/08/2016,23/08/2016 09:48:00,63630213,6363021301,228.8,8.9,228.8,Liquidado,7195,219.9,0
4258,23/08/2016,23/08/2016 09:48:00,63630214,6363021401,704,14,704,Liquidado,590297,690,0
4259,23/08/2016,23/08/2016 09:48:00,63630215,6363021501,1514.99,19.99,1514.99,Liquidado,389013,299,0
4260,23/08/2016,23/08/2016 09:49:00,63630219,6363021901,159.9,10,159.9,Liquidado,572498,149.9,0
4261,23/08/2016,23/08/2016 09:49:00,63630221,6363022101,560,11,560,Liquidado,587893,549,0
4262,23/08/2016,23/08/2016 09:49:00,63630222,6363022201,127.8,12,127.8,Liquidado,587947,65.9,0
4263,23/08/2016,23/08/2016 09:49:00,63630222,6363022201,127.8,12,127.8,Liquidado,592321,49.9,0
4264,23/08/2016,23/08/2016 09:49:00,63630224,6363022401,173.7,7.9,173.7,Liquidado,519104,82.9,0
4265,23/08/2016,23/08/2016 09:49:00,63630225,6363022501,94.86,4.9,94.86,Liquidado,127078,22.49,0
4266,23/08/2016,23/08/2016 09:49:00,63630226,6363022601,453,15,453,Liquidado,469797,438,0
4267,23/08/2016,23/08/2016 09:49:00,63630227,6363022701,44.9,25,44.9,Liquidado,358559,19.9,0
4268,23/08/2016,23/08/2016 09:49:00,63630227,6363022702,1299.9,0,1299.9,Liquidado,590295,1299.9,0
4269,23/08/2016,23/08/2016 09:49:00,63630229,6363022901,0,0,97.4,Cancelado,368382,14.9,0
4270,23/08/2016,23/08/2016 09:49:00,63630230,6363023001,1166.9,17.9,1166.9,Liquidado,543799,1149,0
4271,23/08/2016,23/08/2016 09:49:00,63630232,6363023201,744.9,15.9,744.9,Liquidado,588817,729,0
4272,23/08/2016,23/08/2016 09:49:00,63630233,6363023301,64.8,4.9,64.8,Liquidado,549714,59.9,0
4273,23/08/2016,23/08/2016 09:49:00,63630234,6363023401,2260.9,31,2260.9,Aberto,543688,2229.9,0
4274,23/08/2016,23/08/2016 09:50:00,63630236,6363023601,171.4,7.9,171.4,Liquidado,380683,54.5,0
4275,23/08/2016,23/08/2016 09:50:00,63630237,6363023701,804.9,15.9,357.52,Liquidado,596335,789,0
4276,23/08/2016,23/08/2016 09:50:00,63630237,6363023701,804.9,15.9,447.38,Liquidado,596335,789,0
4277,23/08/2016,23/08/2016 09:50:00,63630238,6363023801,226.8,7.9,226.8,Liquidado,489475,159,0
4278,23/08/2016,23/08/2016 09:50:00,63630238,6363023801,226.8,7.9,226.8,Liquidado,549714,59.9,0
4279,23/08/2016,23/08/2016 09:50:00,63630239,6363023901,75.9,16,75.9,Aberto,596349,59.9,0
4280,23/08/2016,23/08/2016 09:50:00,63630240,6363024001,24,5,24,Liquidado,424749,19,0
4281,23/08/2016,23/08/2016 09:50:00,63630242,6363024201,1018.99,19.99,368.99,Liquidado,544798,999,0
4282,23/08/2016,23/08/2016 09:50:00,63630242,6363024201,1018.99,19.99,650,Liquidado,544798,999,0
4283,23/08/2016,23/08/2016 09:50:00,63630244,6363024401,822,23,822,Liquidado,590873,799,0
4284,23/08/2016,23/08/2016 09:50:00,63630245,6363024501,1523.99,24.99,1523.99,Liquidado,589501,1499,0
4285,23/08/2016,23/08/2016 09:50:00,63630249,6363024901,1243.92,19.99,1243.92,Liquidado,540653,1248.9,"24,970,000"
4286,23/08/2016,23/08/2016 09:51:00,63630251,6363025101,182.77,9,182.77,Liquidado,480699,139.9,0
4287,23/08/2016,23/08/2016 09:51:00,63630251,6363025101,182.77,9,182.77,Liquidado,480701,33.87,0
4288,23/08/2016,23/08/2016 09:51:00,63630253,6363025301,84.9,5,84.9,Liquidado,347437,79.9,0
4289,23/08/2016,23/08/2016 09:51:00,63630255,6363025501,190.74,154,190.74,Liquidado,401156,36.74,0
4290,23/08/2016,23/08/2016 09:51:00,63630255,6363025502,1327.72,0,1327.72,Liquidado,443454,331.93,0
4291,23/08/2016,23/08/2016 09:51:00,63630256,6363025601,1319.12,0,1319.12,Aberto,592114,1499,"179,880,000"
4292,23/08/2016,23/08/2016 09:51:00,63630257,6363025701,815.8,25.9,815.8,Liquidado,589374,789.9,0
4293,23/08/2016,23/08/2016 09:51:00,63630261,6363026101,294.9,5.9,294.9,Liquidado,408307,289,0
4294,23/08/2016,23/08/2016 09:51:00,63630262,6363026201,106.9,10,106.9,Liquidado,361753,96.9,0
4295,23/08/2016,23/08/2016 09:51:00,63630263,6363026301,1258.9,10,1258.9,Liquidado,540653,1248.9,0
4296,23/08/2016,23/08/2016 09:51:00,63630263,6363026302,807.99,9.99,807.99,Liquidado,425368,798,0
4297,23/08/2016,23/08/2016 09:52:00,63630264,6363026401,444.9,15,444.9,Liquidado,414887,429.9,0
4298,23/08/2016,23/08/2016 09:52:00,63630268,6363026801,3108,10,3108,Aberto,477782,3098,0
4299,23/08/2016,23/08/2016 09:52:00,63630269,6363026901,112,22,112,Liquidado,341748,22.5,0
4300,23/08/2016,23/08/2016 09:53:00,63630271,6363027101,457,9,457,Aberto,409716,448,0
4301,23/08/2016,23/08/2016 09:53:00,63630274,6363027401,453,15,453,Liquidado,469797,438,0
4302,23/08/2016,23/08/2016 09:53:00,63630277,6363027701,2223,24,2223,Liquidado,591655,2199,0
4303,23/08/2016,23/08/2016 09:53:00,63630278,6363027801,7019.9,29.9,7019.9,Liquidado,435615,699,0
4304,23/08/2016,23/08/2016 09:53:00,63630278,6363027802,173.9,4.9,173.9,Liquidado,341059,16.9,0
4305,23/08/2016,23/08/2016 09:53:00,63630280,6363028001,29.9,14,29.9,Liquidado,103734,15.9,0
4306,23/08/2016,23/08/2016 09:53:00,63630281,6363028101,1324.9,25.9,1324.9,Liquidado,590392,1299,0
4307,23/08/2016,23/08/2016 09:54:00,63630283,6363028301,83.8,7.9,83.8,Liquidado,541391,75.9,0
4308,23/08/2016,23/08/2016 09:54:00,63630285,6363028501,350.9,15,350.9,Liquidado,384168,335.9,0
4309,23/08/2016,23/08/2016 09:54:00,63630289,6363028901,549.04,12,549.04,Liquidado,365766,548,"10,960,000"
4310,23/08/2016,23/08/2016 09:54:00,63630290,6363029001,83.8,13.9,83.8,Liquidado,507583,69.9,0
4311,23/08/2016,23/08/2016 09:54:00,63630291,6363029101,214.4,10.9,214.4,Liquidado,501098,37.9,0
4312,23/08/2016,23/08/2016 09:54:00,63630291,6363029101,214.4,10.9,214.4,Liquidado,544201,29.9,0
4313,23/08/2016,23/08/2016 09:54:00,63630291,6363029101,214.4,10.9,214.4,Liquidado,578668,48.9,0
4314,23/08/2016,23/08/2016 09:54:00,63630294,6363029401,801.9,12.9,801.9,Liquidado,589887,789,0
